7/11/2019,23800
7/11/2019,15800
7/12/2019,58000
7/13/2019,14800
7/13/2019,15600
7/13/2019,15800
7/13/2019,15800
7/13/2019,14000
7/13/2019,19100
7/13/2019,22300
7/14/2019,15300
7/14/2019,27600
7/14/2019,26300
7/14/2019,19800
7/14/2019,18300
7/14/2019,15600
7/14/2019,23600
7/14/2019,20100
7/14/2019,25600
7/14/2019,19800
7/15/2019,15100
7/15/2019,15800
7/17/2019,17800
7/17/2019,14800
7/17/2019,23400
7/17/2019,18100
7/19/2019,14800
7/19/2019,15800
7/19/2019,21800
7/19/2019,20600
7/19/2019,14800
7/19/2019,15100
7/19/2019,58000
7/19/2019,35900
7/20/2019,15800
7/20/2019,18800
7/20/2019,22800
7/20/2019,16400
7/20/2019,15800
7/20/2019,26300
7/20/2019,14800
7/20/2019,15800
7/20/2019,20500
7/20/2019,18600
7/20/2019,17800
7/21/2019,18600
7/21/2019,17300
7/21/2019,17800
7/21/2019,14800
7/21/2019,16100
7/21/2019,21000
7/21/2019,19300
7/21/2019,22300
7/21/2019,18300
7/21/2019,15300
7/21/2019,15100
7/22/2019,15600
7/22/2019,19300
7/22/2019,18300
7/22/2019,18300
7/22/2019,16600
7/22/2019,14800
7/22/2019,26000
7/22/2019,19600
7/22/2019,18600
7/24/2019,16400
7/24/2019,27100
7/24/2019,18800
7/24/2019,25400
7/24/2019,26300
7/24/2019,16100
7/24/2019,16100
7/24/2019,16400
7/24/2019,15000
7/25/2019,18600
7/25/2019,26800
7/25/2019,35000
7/25/2019,38000
7/25/2019,23100
7/25/2019,17300
7/25/2019,19600
7/25/2019,15300
7/25/2019,16100
7/25/2019,14300
7/25/2019,15100
7/25/2019,20000
7/26/2019,25300
7/26/2019,73200
7/26/2019,22800
7/26/2019,1293000
7/26/2019,15000
7/26/2019,20800
7/26/2019,25900
7/26/2019,28100
7/26/2019,15800
7/26/2019,35000
7/26/2019,22100
7/26/2019,16100
7/27/2019,18800
7/27/2019,21800
7/27/2019,18600
7/27/2019,33200
7/27/2019,22800
7/27/2019,17000
7/27/2019,16400
7/27/2019,14800
7/27/2019,32600
7/28/2019,17300
7/28/2019,14800
7/28/2019,14800
7/28/2019,14300
7/28/2019,14800
7/28/2019,25600
7/28/2019,19500
7/29/2019,24800
7/29/2019,24100
7/28/2019,15800
7/29/2019,14800
7/29/2019,14800
7/29/2019,18300
7/29/2019,27900
7/29/2019,15800
7/29/2019,18100
7/29/2019,28000
7/29/2019,28000
7/31/2019,15600
7/31/2019,30100
7/31/2019,23300
7/31/2019,30200
7/31/2019,15100
7/31/2019,27300
7/31/2019,15300
7/31/2019,16100
7/31/2019,15100
7/31/2019,15800
8/1/2019,14500
8/1/2019,13100
8/1/2019,16100
8/1/2019,14800
8/1/2019,21100
8/1/2019,20600
8/1/2019,32600
8/1/2019,14500
8/1/2019,15100
8/1/2019,15000
8/1/2019,14800
8/1/2019,23000
8/2/2019,19900
8/2/2019,14100
8/2/2019,18000
8/2/2019,16400
8/2/2019,17300
8/2/2019,30800
8/2/2019,15800
8/2/2019,19900
8/2/2019,15800
8/3/2019,26000
8/3/2019,26100
8/3/2019,16000
8/3/2019,29100
8/3/2019,16800
8/3/2019,22800
8/3/2019,16600
8/3/2019,18800
8/3/2019,16400
8/3/2019,19300
8/3/2019,16400
8/3/2019,18300
8/3/2019,16300
8/3/2019,15800
8/3/2019,17900
8/3/2019,16400
8/4/2019,34800
8/4/2019,31600
8/4/2019,16400
8/4/2019,19300
8/4/2019,24300
8/4/2019,22100
8/4/2019,14800
8/4/2019,19500
8/4/2019,20600
8/4/2019,17800
8/5/2019,16300
8/5/2019,23100
8/5/2019,31400
8/5/2019,17000
8/5/2019,22300
8/5/2019,26600
8/5/2019,14800
8/5/2019,19600
8/5/2019,49300
8/5/2019,19800
8/5/2019,20800
8/5/2019,16300
8/7/2019,16300
8/7/2019,21200
8/7/2019,15300
8/7/2019,27300
8/7/2019,16100
8/7/2019,17600
8/7/2019,19500
8/7/2019,14800
8/7/2019,15000
8/7/2019,14100
8/7/2019,23800
8/8/2019,16100
8/8/2019,16400
8/8/2019,20300
8/8/2019,16500
8/8/2019,15100
8/8/2019,15300
8/8/2019,16000
8/8/2019,15800
8/8/2019,17300
8/8/2019,33200
8/8/2019,22300
8/8/2019,32400
8/8/2019,16100
8/8/2019,17000
8/8/2019,20500
8/9/2019,17000
8/9/2019,18600
8/9/2019,26000
8/9/2019,35800
8/9/2019,15100
8/10/2019,19600
8/10/2019,15300
8/10/2019,19100
8/10/2019,28600
8/10/2019,17300
8/10/2019,36800
8/10/2019,25300
8/10/2019,46200
8/10/2019,30200
8/10/2019,16600
8/10/2019,21200
8/10/2019,24400
8/11/2019,21800
8/11/2019,16800
8/11/2019,16000
8/11/2019,22800
8/11/2019,17800
8/11/2019,15800
8/11/2019,38900
8/11/2019,19600
8/11/2019,15300
8/11/2019,27900
8/11/2019,15800
8/11/2019,19300
8/11/2019,23100
8/11/2019,17300
8/12/2019,28400
8/12/2019,20800
8/12/2019,16300
8/12/2019,24300
8/12/2019,15800
8/12/2019,14800
8/12/2019,16300
8/12/2019,18300
8/12/2019,19100
8/12/2019,32100
8/12/2019,26000
8/14/2019,41200
8/14/2019,17800
8/14/2019,18300
8/14/2019,17300
8/14/2019,65600
8/14/2019,29000
8/14/2019,27300
8/14/2019,22300
8/14/2019,14300
8/14/2019,16400
8/15/2019,24100
8/15/2019,17300
8/15/2019,16100
8/15/2019,22100
8/15/2019,15100
8/15/2019,58000
8/15/2019,15000
8/15/2019,18900
8/15/2019,16400
8/16/2019,14800
8/16/2019,17800
8/16/2019,15100
8/16/2019,14100
8/16/2019,18300
8/16/2019,15800
8/17/2019,20100
8/17/2019,18300
8/17/2019,24100
8/17/2019,24300
8/17/2019,14800
8/17/2019,18800
