datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies,,,,,,
8/15/2019,Thur,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2019,Fri,14800,후평 2동,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
8/16/2019,Fri,17800,조운동,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,
8/16/2019,Fri,15100,퇴계동,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
8/16/2019,Fri,14100,교동,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
8/16/2019,Fri,18300,신사우동,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
8/16/2019,Fri,15800,동면,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
8/17/2019,Sat,20100,동면,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2019,Sat,18300,소양동,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
8/17/2019,Sat,24100,소양동,2,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
8/17/2019,Sat,24300,동면,1,,,1,,,1,,,,,,,,1,,,1,,,,,,,,,,,
8/17/2019,Sat,14800,동면,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
8/17/2019,Sat,18800,후평 3동,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,
8/17/2019,Sat,29600,동면,2,1,2,,1,,,,1,1,,,,,,,,,,,,,,,,,,,
8/17/2019,Sat,19800,석사동,1,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,
8/17/2019,Sat,20300,교동,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
8/17/2019,Sat,32600,후평 1동,2,1,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,
8/17/2019,Sat,19000,효자 1동,,,,,,,1,,,,,,,,,,,1,,,,,2,,,,,,
8/18/2019,Sun,17300,후평 2동,1,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,
8/18/2019,Sun,36900,효자 2동,3,,,,2,,,,,1,,,,,2,,,,,,,,,,,,,,
8/18/2019,Sun,26600,약사명동,2,,,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,
8/18/2019,Sun,22800,후평 1동,1,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,
8/18/2019,Sun,17800,후평 3동,1,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,
8/18/2019,Sun,14100,교동,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
8/18/2019,Sun,20000,석사동,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,
8/18/2019,Sun,15000,후평 2동,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,
8/18/2019,Sun,16000,석사동,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,
8/18/2019,Sun,23800,교동,1,,,,,,1,,1,,,,,,1,,,1,,,,,,,,,,,
8/18/2019,Sun,14300,동면,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
8/18/2019,Sun,14800,효자 2동,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
8/18/2019,Sun,36100,후평 3동,2,,,1,2,,,,,,,,,,,,,,,3,,,,,,,,,
8/18/2019,Sun,23000,후평 3동,,1,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,,
8/18/2019,Sun,16300,신사우동,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
8/19/2019,Mon,22800,동면,1,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,
8/19/2019,Mon,16800,석사동,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
8/19/2019,Mon,21300,신사우동,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,
8/19/2019,Mon,19300,후평 2동,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
8/19/2019,Mon,15800,후평 2동,1,1,1,,,,,1,,,,,,,1,,,1,,,,,,,,,,,
8/19/2019,Mon,23600,후평 3동,1,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,
8/19/2019,Mon,19300,동면,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,
8/19/2019,Mon,14800,후평 1동,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
8/19/2019,Mon,24300,후평 1동,1,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,
8/19/2019,Mon,23800,소양동,1,,,,,,1,,1,,,,,,1,,,1,,,,,,,,,,,
8/19/2019,Mon,15300,효자 3동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
8/19/2019,Mon,15300,후평 3동,,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,
8/19/2019,Mon,21600,신사우동,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
8/19/2019,Mon,18800,근화동,1,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,
8/21/2019,Wed,19900,후평 3동,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2019,Wed,18800,소양동,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,
8/21/2019,Wed,15300,강남동,1,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,
8/21/2019,Wed,54000,약사명동,5,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2019,Wed,18300,후평 2동,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,
8/21/2019,Wed,16100,후평 3동,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
8/21/2019,Wed,19300,후평 1동,1,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,
8/21/2019,Wed,17500,후평 3동,,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,
8/21/2019,Wed,15800,퇴계동,1,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,
8/21/2019,Wed,17000,후평 2동,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,
8/21/2019,Wed,15600,동내면,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,
8/21/2019,Wed,21100,신사우동,2,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
8/21/2019,Wed,25000,후평 2동,,1,,,2,,,,1,1,,,,,,,,1,,,,,,,,,,,
8/21/2019,Wed,23000,동면,,1,,,,,,,,1,,,,,,,,1,,,1,,1,,,,,,
8/22/2019,Thur,14800,후평 3동,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
8/22/2019,Thur,23300,효자 2동,1,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,
8/22/2019,Thur,15800,효자 2동,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
8/22/2019,Thur,16400,소양동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2019,Thur,26600,후평 3동,2,,,,1,,,,2,,,,,,,,,1,,,,,,,,,,,
8/22/2019,Thur,23400,후평 1동,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
8/22/2019,Thur,20600,효자 2동,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,
8/22/2019,Thur,15800,후평 1동,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
8/22/2019,Thur,26000,동면,,,,,1,,1,,,,,,,,1,,,1,1,,,,,,,,,,
8/23/2019,Fri,42200,동면,4,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2019,Fri,57700,퇴계동,9,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,
8/23/2019,Fri,14100,효자 2동,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
8/23/2019,Fri,19800,효자 2동,1,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,
8/23/2019,Fri,22000,후평 3동,,,,,1,,,1,1,,,,1,,,,,,,1,,,,,,,,,
8/24/2019,Sat,16000,후평 1동,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,
8/24/2019,Sat,20100,후평 1동,1,,,,,,,,,,,,,1,,,,1,2,,,,,,,,,,
8/24/2019,Sat,25600,효자 2동,1,1,,,,,1,,,,,,,1,,,,,1,,1,,,,,,,,
8/24/2019,Sat,23100,동면,2,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
8/24/2019,Sat,17300,후평 3동,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
8/24/2019,Sat,24900,후평 3동,3,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,
8/24/2019,Sat,17300,강남동,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2019,Sat,14300,후평 1동,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2019,Sat,15600,후평 3동,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
8/24/2019,Sat,20800,동면,,1,,,2,1,,,,,,,,1,,,,,,,,,,,,,,,
8/24/2019,Sat,15800,소양동,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
8/24/2019,Sat,23300,신사우동,1,2,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
8/24/2019,Sat,14800,효자 3동,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8/24/2019,Sat,15300,후평 2동,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
8/25/2019,Sun,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2019,Sun,15300,소양동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
8/25/2019,Sun,17300,동면,1,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,
8/25/2019,Sun,15300,동면,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,
8/25/2019,Sun,15300,소양동,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2019,Sun,15800,석사동,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
8/25/2019,Sun,22100,후평 1동,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
8/25/2019,Sun,14100,후평 2동,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
8/25/2019,Sun,25300,후평 3동,1,,,,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,
8/25/2019,Sun,17400,신사우동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2019,Sun,15100,퇴계동,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
8/25/2019,Sun,15600,퇴계동,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
8/26/2019,Mon,17800,효자 2동,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,
8/26/2019,Mon,19900,동면,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2019,Mon,18000,동면,,,,,1,,,1,1,,,,,,,,,,2,,,,,,,,,,
8/26/2019,Mon,15500,동면,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,
8/26/2019,Mon,14800,동면,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
8/26/2019,Mon,15300,효자 2동,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,
8/26/2019,Mon,21600,신사우동,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
8/26/2019,Mon,14000,후평 2동,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,
8/26/2019,Mon,22800,후평 3동,1,,,,,,1,,,1,,,,,,,,1,1,,,,,,,,,,
8/28/2019,Wed,16300,석사동,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
8/28/2019,Wed,34100,후평 3동,2,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,
8/28/2019,Wed,30400,강남동,3,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,
8/28/2019,Wed,18000,후평 3동,,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,,,
8/28/2019,Wed,18600,효자 1동,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2019,Wed,14800,석사동,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
8/28/2019,Wed,33400,후평 2동,3,,,2,,1,,,,1,,,,,,,,,,,,,,,,,,,
8/28/2019,Wed,19300,후평 3동,1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,
8/29/2019,Thur,22300,조운동,1,2,,,,,,,1,,,,,,,,,,2,,,,,,,,,,
8/29/2019,Thur,18300,후평 3동,1,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,
8/29/2019,Thur,16100,동면,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
8/29/2019,Thur,24000,후평 1동,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,
8/29/2019,Thur,53800,후평 1동,6,2,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,
8/29/2019,Thur,30800,효자 1동,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2019,Thur,15500,신사우동,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,
8/29/2019,Thur,15000,후평 1동,,,,,1,,,,,,,,,,,,,,2,1,,,,,,,,,
8/29/2019,Thur,19000,후평 2동,,1,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,
8/29/2019,Thur,24300,효자 2동,1,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,
8/29/2019,Thur,15100,교동,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
8/30/2019,Fri,16400,약사명동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2019,Fri,14800,동면,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
8/30/2019,Fri,39300,후평 1동,6,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
8/30/2019,Fri,20600,후평 2동,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
8/30/2019,Fri,14300,후평 1동,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2019,Fri,16000,동면,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,
8/30/2019,Fri,21200,동면,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2019,Fri,23100,후평 1동,2,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,
8/30/2019,Fri,28800,동면,1,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,
8/30/2019,Fri,28300,후평 1동,1,,,2,,2,,,,,,,,,,,1,,,,,,,,,,,,
8/30/2019,Fri,15500,동면,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,
8/30/2019,Fri,18800,동면,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
8/31/2019,Sat,18600,효자 2동,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,
8/31/2019,Sat,16300,퇴계동,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
8/31/2019,Sat,14800,후평 3동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
8/31/2019,Sat,16300,퇴계동,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
8/31/2019,Sat,14800,후평 1동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
8/31/2019,Sat,16000,동면,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2019,Sat,16100,후평 3동,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8/31/2019,Sat,14100,동내면,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9/1/2019,Sun,23300,후평 2동,1,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,
9/1/2019,Sun,14800,동면,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,
9/1/2019,Sun,22100,후평 2동,2,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
9/1/2019,Sun,19600,효자 3동,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
9/1/2019,Sun,16600,석사동,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2019,Sun,22900,효자 1동,2,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
9/1/2019,Sun,28300,후평 3동,1,1,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,
9/1/2019,Sun,14800,석사동,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,
9/1/2019,Sun,33100,석사동,1,,,2,1,,,1,2,,,,,1,,,,,,,,,,,,,,,
9/1/2019,Sun,14800,효자 3동,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
9/1/2019,Sun,15800,효자 2동,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
9/1/2019,Sun,16100,소양동,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
9/2/2019,Mon,31400,근화동,3,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,
9/2/2019,Mon,20300,후평 3동,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,
9/2/2019,Mon,24300,동면,1,,,,,,,1,,2,,,,,1,,,,,,,,,,,,,,
9/2/2019,Mon,23500,동면,,,,,1,,2,,,1,,,,,2,,,,1,1,,,,,,,,,
9/2/2019,Mon,18300,후평 1동,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2019,Mon,15000,후평 3동,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,
9/4/2019,Wed,23000,후평 3동,,,,1,,1,1,,1,,,,,,,,,1,,,,,,,,,,,
9/4/2019,Wed,14800,후평 1동,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
9/4/2019,Wed,18600,후평 2동,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,
9/4/2019,Wed,18600,후평 3동,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,
9/4/2019,Wed,17000,동면,,1,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
9/4/2019,Wed,19300,후평 1동,1,,,,1,,,,,,,,,,,,,,2,,,,1,,,,,,
9/4/2019,Wed,15300,효자 2동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
9/4/2019,Wed,27700,근화동,3,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,
9/4/2019,Wed,22800,후평 3동,1,1,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,
9/4/2019,Wed,25600,효자 2동,,,,,2,,1,,,,,,,2,,,,1,,,,,,,,,,,
9/4/2019,Wed,14800,효자 2동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9/4/2019,Wed,41100,조운동,2,2,2,2,,,,,2,,,,1,,,,,,,,,,,,,,,,
9/4/2019,Wed,18600,동면,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,Thur,27700,동면,4,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,
9/5/2019,Thur,21800,효자 1동,1,2,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
9/5/2019,Thur,15100,강남동,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,Thur,19600,후평 2동,1,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,
9/5/2019,Thur,16400,교동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,Thur,17600,석사동,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,
9/5/2019,Thur,15600,퇴계동,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2019,Thur,20900,신사우동,2,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
9/5/2019,Thur,29200,신사우동,4,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9/5/2019,Thur,18800,동면,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
9/5/2019,Thur,16100,석사동,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
9/5/2019,Thur,14800,후평 2동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
9/5/2019,Thur,14100,소양동,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
9/6/2019,Fri,16300,강남동,1,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,
9/6/2019,Fri,14800,후평 2동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
9/6/2019,Fri,15300,후평 2동,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
9/6/2019,Fri,19800,동면,1,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,
9/6/2019,Fri,15800,동면,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9/6/2019,Fri,39700,소양동,2,,,,2,,,,,2,,,,2,,,,1,,,,,,,,,,,
9/7/2019,Sat,18600,석사동,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,
9/7/2019,Sat,23600,후평 3동,2,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,
9/7/2019,Sat,19800,후평 3동,1,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
9/7/2019,Sat,14100,동내면,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
9/7/2019,Sat,14800,동면,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
9/7/2019,Sat,18800,후평 1동,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
9/7/2019,Sat,22500,후평 2동,,1,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,
9/7/2019,Sat,22800,석사동,,,,2,,,,,,2,,,,1,,,,,,,,,,,,,,,
9/7/2019,Sat,15300,석사동,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
9/7/2019,Sat,18600,후평 3동,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
9/7/2019,Sat,15100,효자 3동,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2019,Sat,26300,후평 2동,,2,3,,,,,,,,,,1,1,,,,1,,,,,,,,,,,
9/7/2019,Sat,27500,후평 1동,3,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,
9/7/2019,Sat,27400,후평 2동,3,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
9/8/2019,Sun,25100,후평 3동,2,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,
9/8/2019,Sun,14800,효자 3동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
9/8/2019,Sun,26000,후평 2동,,1,,,2,,1,,,,,,1,,,,1,,,,,,,,,,,,
9/8/2019,Sun,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2019,Mon,23100,소양동,1,,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,
9/9/2019,Mon,22600,동면,2,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
9/9/2019,Mon,14800,후평 3동,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
9/9/2019,Mon,14800,석사동,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9/9/2019,Mon,21000,신사우동,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,
9/9/2019,Mon,18800,신사우동,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
9/9/2019,Mon,15100,근화동,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9/9/2019,Mon,24100,후평 3동,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9/9/2019,Mon,21800,동면,1,1,,,2,,,,,,,,,,1,,,,,,,,,,,,,,
9/9/2019,Mon,20400,후평 3동,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9/9/2019,Mon,18600,강남동,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2019,Wed,42300,퇴계동,6,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,
9/11/2019,Wed,15600,동면,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9/11/2019,Wed,14300,후평 1동,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
9/11/2019,Wed,24400,조운동,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9/11/2019,Wed,33400,신사우동,3,,,,1,,,2,,,,,,,,,,1,,,,,,,,,,,
9/11/2019,Wed,15300,후평 3동,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
9/11/2019,Wed,16300,소양동,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
9/11/2019,Wed,24600,후평 2동,1,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,
9/11/2019,Wed,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2019,Wed,15100,동면,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
9/12/2019,Thur,15000,효자 2동,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,
9/12/2019,Thur,15800,후평 2동,1,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,
9/12/2019,Thur,19800,후평 2동,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
9/12/2019,Thur,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2019,Thur,23300,후평 1동,1,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,
9/12/2019,Thur,14300,후평 1동,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
9/12/2019,Thur,22100,후평 2동,2,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,
9/12/2019,Thur,15100,후평 3동,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2019,Thur,15800,후평 1동,1,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,
9/12/2019,Thur,27600,효자 2동,2,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
9/14/2019,Sat,22800,동면,1,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,
9/14/2019,Sat,19500,동면,,,,,3,,,,,,,,,,1,,,,1,,,,,,,,,,
9/14/2019,Sat,22300,효자 2동,,1,,,,,1,1,,,,,,1,,,,1,,,,,,,,,,,
9/14/2019,Sat,25400,후평 3동,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
9/14/2019,Sat,15100,후평 3동,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2019,Sat,19300,효자 2동,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,
9/14/2019,Sat,26300,후평 2동,1,,,,,,1,,1,,,,,,1,,,1,1,,,,,,,,,,
9/15/2019,Sun,32200,퇴계동,4,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,
9/15/2019,Sun,24600,신사우동,2,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,
9/15/2019,Sun,17000,약사명동,,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,
9/15/2019,Sun,16000,후평 1동,,1,,,1,,,,2,,,,,,,,,,,,,,,,,,,,
9/15/2019,Sun,15800,후평 2동,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
9/15/2019,Sun,32600,후평 1동,2,,,,2,,1,,,,,,,,,,,1,2,,,,,,,,,,
9/15/2019,Sun,16100,동면,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
9/15/2019,Sun,24400,석사동,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9/15/2019,Sun,25300,신사우동,1,1,,,,,,,,1,,,1,,,,,,2,,,,,,,,,,
9/15/2019,Sun,16300,동면,1,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,
9/15/2019,Sun,15100,효자 3동,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
9/15/2019,Sun,57900,동면,2,,,,2,,2,,,,,,2,1,1,,,1,,,1,,1,,,,,,
9/18/2019,Wed,19800,퇴계동,1,,,,,,1,,1,,,,,,,,,,2,,,,,,,,,,
9/18/2019,Wed,16500,후평 3동,,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,
