datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies,,,,,,
10/24/2019,Thur,15100,효자 2동,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
10/24/2019,Thur,15800,후평 1동,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
10/24/2019,Thur,21000,효자 3동,,,,,,,1,1,1,,,,,,,,,,1,1,,,,,,,,,
10/24/2019,Thur,15300,소양동,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
10/24/2019,Thur,14300,후평 2동,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
10/25/2019,Fri,18300,강남동,1,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,
10/25/2019,Fri,27300,강남동,1,1,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,
10/25/2019,Fri,22800,동면,1,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,
10/25/2019,Fri,14300,후평 3동,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2019,Fri,15000,후평 3동,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,
10/25/2019,Fri,17500,후평 1동,,,,,2,,,1,,,,,,,1,,,,,,,,,,,,,,
10/25/2019,Fri,18600,조운동,2,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,
10/26/2019,Sat,14800,후평 3동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10/26/2019,Sat,25800,근화동,2,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,
10/26/2019,Sat,14800,후평 3동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10/26/2019,Sat,17300,근화동,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2019,Sat,20600,후평 2동,2,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
10/26/2019,Sat,20100,후평 3동,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
10/26/2019,Sat,15100,근화동,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2019,Sun,35600,동면,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2019,Sun,16000,후평 1동,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,
10/27/2019,Sun,14800,후평 2동,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
10/27/2019,Sun,17800,소양동,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
10/27/2019,Sun,19800,소양동,2,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
10/27/2019,Sun,22300,후평 2동,2,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,
10/27/2019,Sun,17300,소양동,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2019,Sun,18800,동면,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
10/27/2019,Sun,14800,효자 3동,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
10/27/2019,Sun,15800,효자 3동,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
10/27/2019,Sun,18500,석사동,,,,2,1,,,,,,,,,,,,,,2,,,,,,,,,,
10/28/2019,Mon,19800,후평 3동,1,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,
10/28/2019,Mon,14800,강남동,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
10/28/2019,Mon,15800,후평 3동,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
10/28/2019,Mon,18300,후평 2동,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
10/28/2019,Mon,14800,후평 2동,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
10/28/2019,Mon,23300,효자 2동,1,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,
10/28/2019,Mon,17300,동면,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,
10/28/2019,Mon,15000,후평 1동,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10/28/2019,Mon,26600,후평 2동,2,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
10/28/2019,Mon,34600,후평 3동,2,,,,2,,,,2,,,,,,,,,2,,,,,,,,,,,
10/28/2019,Mon,14800,후평 3동,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
10/31/2019,Thur,55800,소양동,3,,1,,3,,,,3,2,,,,,,1,,1,,,,,,,,,,,
10/31/2019,Thur,14800,후평 3동,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
10/31/2019,Thur,25000,소양동,,1,,2,,,,,2,,,,,,,,,1,,,,,,,,,,,
11/1/2019,Fri,14100,효자 2동,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
11/1/2019,Fri,21800,동면,1,1,,,2,,,,,,,,,,1,,,,,,,,,,,,,,
11/1/2019,Fri,23000,효자 3동,,1,,,,,1,,1,,,,,,,,,,2,1,,,,,,,,,
11/1/2019,Fri,19100,후평 2동,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
11/1/2019,Fri,14800,동면,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
11/1/2019,Fri,22000,강남동,,1,1,,1,,1,,,,,,1,,,,,,1,,,,,,,,,,
11/2/2019,Sat,30400,동면,3,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,
11/2/2019,Sat,16800,석사동,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,
11/2/2019,Sat,16100,후평 3동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/2/2019,Sat,14100,후평 3동,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
11/2/2019,Sat,17500,동면,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
11/2/2019,Sat,14800,퇴계동,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
11/2/2019,Sat,22300,신사우동,,1,1,,1,,,,2,,,,,1,,,,,,,,,,,,,,,
11/2/2019,Sat,15000,후평 2동,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,
11/2/2019,Sat,16300,동면,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
11/2/2019,Sat,14800,석사동,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
11/2/2019,Sat,14800,석사동,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2019,Sat,28800,후평 2동,1,,,2,,,1,,,,,,,,,1,,1,,,,,,,,,,,
11/2/2019,Sat,14300,동면,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2019,Sun,20800,신사우동,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
11/3/2019,Sun,23100,근화동,2,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,
11/3/2019,Sun,19800,동면,1,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,
11/3/2019,Sun,33700,후평 1동,2,3,,1,,,,,,,,,,2,,,,,,,,,,,,,,,
11/3/2019,Sun,17800,후평 2동,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,
11/3/2019,Sun,16100,후평 2동,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11/3/2019,Sun,27900,소양동,3,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/3/2019,Sun,15100,동면,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
11/3/2019,Sun,14500,교동,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,
11/3/2019,Sun,14800,소양동,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11/4/2019,Mon,16000,동면,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2019,Mon,15000,후평 2동,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,
11/4/2019,Mon,26600,효자 2동,2,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
11/4/2019,Mon,17500,후평 3동,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,
11/4/2019,Mon,17000,신사우동,,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,
11/6/2019,Wed,16000,동면,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,
11/6/2019,Wed,24600,후평 2동,2,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,
11/6/2019,Wed,18300,후평 2동,1,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,
11/6/2019,Wed,14800,후평 3동,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
11/6/2019,Wed,15100,근화동,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2019,Wed,24800,신사우동,1,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,,
11/6/2019,Wed,16000,후평 1동,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,
11/7/2019,Thur,15300,강남동,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2019,Thur,14800,강남동,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
11/7/2019,Thur,14800,소양동,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11/7/2019,Thur,34800,후평 1동,1,1,2,,3,,,,1,,,,,,,,,,3,,,,,,,,,,
11/7/2019,Thur,27900,효자 2동,2,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,
11/7/2019,Thur,26800,후평 3동,1,,,3,1,,,,,,,,,,,,,1,,,,,,,,,,,
11/7/2019,Thur,16800,효자 3동,1,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,
11/7/2019,Thur,16600,효자 2동,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2019,Fri,22800,후평 3동,1,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
11/8/2019,Fri,16400,교동 ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2019,Fri,19900,석사동,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
11/8/2019,Fri,36000,동면,,,,2,1,,1,,,,,,,,,,2,2,,,,,,,,,,,
11/8/2019,Fri,23300,강남동,1,2,2,,,,,1,,,,,,,,,,,1,,,,,,,,,,
11/8/2019,Fri,15600,후평 1동,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
11/8/2019,Fri,14800,퇴계동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/8/2019,Fri,27800,후평 3동,1,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,
11/8/2019,Fri,30000,석사동,1,1,1,,,,,,2,1,,,,,,1,,,1,,,,,,,,,,
11/8/2019,Fri,16400,강남동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2019,Sat,18300,후평 3동,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,
11/9/2019,Sat,20600,퇴계동,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
11/9/2019,Sat,19300,후평 1동,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,
11/9/2019,Sat,26100,신동면,2,,,,1,,,,1,,,,,,1,,,,2,,,,,,,,,,
11/9/2019,Sat,21300,소양동,,,,,,,,1,2,,,,,1,,,,,,1,,,,,,,,,
11/9/2019,Sat,27300,후평 2동,1,1,,,,,1,,1,,,,,,1,,,1,,,,,,,,,,,
11/9/2019,Sat,35700,소양동,4,,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,
11/9/2019,Sat,18800,석사동,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
11/9/2019,Sat,14800,동면,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
11/9/2019,Sat,15800,후평 1동,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
11/9/2019,Sat,15800,교동,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2019,Sat,14800,소양동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/9/2019,Sat,14800,소양동,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11/9/2019,Sat,15800,효자 2동,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2019,Sun,18000,약사명동,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,
11/10/2019,Sun,14800,효자 2동,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/10/2019,Sun,21100,신사우동,2,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
11/10/2019,Sun,32800,후평 3동,1,,,1,,,1,1,,,,,,,,1,,,,,1,,,,,,,,
11/10/2019,Sun,17000,동면,,,,,1,,,,,,,,,,,,,2,1,,,,,,,,,,
11/10/2019,Sun,19600,후평 3동,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11/10/2019,Sun,15800,석사동,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
11/10/2019,Sun,16100,후평 3동,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/10/2019,Sun,29100,소양동,2,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,
11/10/2019,Sun,19300,효자 1동,1,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,
11/10/2019,Sun,14800,후평 3동,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11/10/2019,Sun,23800,동면,1,,,,,,,,,,,,,,,1,,,3,1,,,,,,,,,
11/10/2019,Sun,19800,후평 1동,1,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,
11/10/2019,Sun,24600,후평 2동,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/10/2019,Sun,15400,효자 2동,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
11/10/2019,Sun,18600,효자 2동,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
11/10/2019,Sun,20900,신사우동,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2019,Sun,15800,소양동,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
11/11/2019,Mon,26600,효자 2동,2,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,
11/11/2019,Mon,18600,후평 2동,2,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,
11/11/2019,Mon,15300,소양동,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
11/11/2019,Mon,19300,동면,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
11/11/2019,Mon,20300,석사동,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/11/2019,Mon,28300,석사동,1,1,1,,,,1,1,,,,,,,,,,1,,,,,,,,,,,
11/13/2019,Wed,22300,동면,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
11/13/2019,Wed,30100,후평 1동,3,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,
11/13/2019,Wed,15800,후평 3동,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
11/13/2019,Wed,15800,동면,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
11/13/2019,Wed,15300,퇴계동,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
11/13/2019,Wed,14800,후평 1동,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11/13/2019,Wed,15800,효자 3동,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
11/13/2019,Wed,15100,효자 3동,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
11/14/2019,Thur,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2019,Thur,16300,석사동,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
11/14/2019,Thur,39300,후평 3동,1,,,1,2,,1,,,,,,1,,,,,1,,1,,,,,,,,,
11/15/2019,Fri,18500,동면,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,
11/15/2019,Fri,14800,후평 2동,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
11/15/2019,Fri,16100,석사동,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
11/15/2019,Fri,18500,후평 2동,,1,,,,,,,1,,,,,,1,,,,2,,,,,,,,,,
11/15/2019,Fri,17300,후평 3동,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2019,Fri,14800,후평 1동,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
11/15/2019,Fri,70700,동면,4,5,,,4,,,,,,,,,,4,,,,,,,,,,,,,,
11/16/2019,Sat,23800,효자 1동,2,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
11/16/2019,Sat,15100,후평 2동,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2019,Sat,18500,효자 2동,,,,,1,,,1,,,,,,,,,1,,,1,,,,,,,,,
11/16/2019,Sat,21100,동면,2,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,
11/16/2019,Sat,16600,후평 1동,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2019,Sat,24800,후평 3동,1,1,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,
11/16/2019,Sat,19100,석사동,2,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
11/16/2019,Sat,14300,효자 3동,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2019,Sun,26300,후평 3동,1,1,,,2,,,,,,,,,,,,,1,,1,,,,,,,,,
11/17/2019,Sun,23800,동면,1,1,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,
11/17/2019,Sun,22300,동면,2,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
11/17/2019,Sun,14800,효자 2동,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
11/17/2019,Sun,15800,동면,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
11/17/2019,Sun,16500,효자 2동,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
11/17/2019,Sun,17500,석사동,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,
11/17/2019,Sun,16300,효자 2동,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
11/17/2019,Sun,19600,퇴계동,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
11/17/2019,Sun,23300,효자 1동,2,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,
11/17/2019,Sun,18100,효자 2동,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
11/17/2019,Sun,14000,효자 3동,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
11/17/2019,Sun,23500,효자 1동,,1,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,
11/17/2019,Sun,17300,약사명동,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,
11/17/2019,Sun,20600,후평 3동,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
11/17/2019,Sun,14800,후평 1동,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2019,Sun,14500,석사동,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
11/18/2019,Mon,18000,동면,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
11/18/2019,Mon,15100,효자 2동,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2019,Mon,14000,후평 1동,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
11/18/2019,Mon,28800,동면,1,,,,,1,1,,1,,,,,,,,,,2,1,,,,,,,,,
11/18/2019,Mon,22800,동면,1,2,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
11/20/2019,Wed,28100,효자 2동,2,3,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
11/20/2019,Wed,17300,동내면,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
11/20/2019,Wed,20300,신사우동,1,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
11/20/2019,Wed,23800,후평 3동,1,,,,1,,1,,,,,,1,,,,,1,,,,,,,,,,,
11/20/2019,Wed,15000,동면,,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,
11/20/2019,Wed,16300,동면,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
11/20/2019,Wed,15500,후평 3동,,,,,2,,,1,,,,,,,,,,,1,,,,,,,,,,
11/21/2019,Thur,26000,동면,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2019,Thur,19600,후평 2동,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2019,Thur,16000,후평 2동,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2019,Fri,21000,동면,1,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,
11/22/2019,Fri,16300,효자 2동,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
11/22/2019,Fri,12800,동내면,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
11/22/2019,Fri,16600,후평 3동,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2019,Sat,19300,후평 2동,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
11/23/2019,Sat,36100,후평 1동,2,,,,2,,2,,,,,,1,,,,,,,,,,1,,,,,,
11/23/2019,Sat,17800,소양동,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
11/23/2019,Sat,18800,후평 1동,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
11/23/2019,Sat,14300,퇴계동,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
11/23/2019,Sat,14800,효자 2동,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
11/23/2019,Sat,22300,후평 2동,1,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,
11/23/2019,Sat,19500,소양동,,1,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
11/23/2019,Sat,15300,후평 3동,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
11/24/2019,Sun,19800,효자 3동,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,
11/24/2019,Sun,20800,퇴계동,1,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,
11/24/2019,Sun,18300,동면,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,
11/24/2019,Sun,33700,후평 1동,4,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
11/24/2019,Sun,14500,후평 1동,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,
11/24/2019,Sun,17300,신사우동,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
11/24/2019,Sun,14800,동면,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11/24/2019,Sun,39000,후평 3동,,,,1,,2,,,1,1,,,1,,,,,1,1,,,,,,,,,,
11/24/2019,Sun,18800,조운동,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
11/24/2019,Sun,20300,교동,1,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,
11/24/2019,Sun,19300,퇴계동,1,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,
11/24/2019,Sun,14100,퇴계동,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
11/24/2019,Sun,18800,동면,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2019,Sun,19500,후평 2동,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,
11/25/2019,Mon,19800,교동 ,1,,,,1,,,,2,,,,,,,,,,1,,,,,,,,,,
11/25/2019,Mon,18800,강남동,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,
11/25/2019,Mon,54100,소양동,1,,1,,3,,,,5,2,,,,,,1,,,,,,,,,,,,,
11/25/2019,Mon,18000,동면,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,
11/25/2019,Mon,26300,신사우동,1,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,
11/25/2019,Mon,15800,후평 1동,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
11/25/2019,Mon,14800,효자 3동,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
11/27/2019,Wed,33400,퇴계동,3,1,,,,,1,,,,,,,,,,,2,,,,,,,,,,,
11/27/2019,Wed,15300,효자 3동,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
11/27/2019,Wed,15800,퇴계동,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
11/27/2019,Wed,14800,효자 3동,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019,Wed,17300,효자 1동,1,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,
11/27/2019,Wed,14100,동면,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,
11/27/2019,Wed,16500,석사동,,1,,,,,,,2,,,,,,,,,,,,,,1,,,,,,
11/28/2019,Thur,38600,강남동,2,,,,,,2,,,,,,,,2,,,2,,,,,,,,,,,
11/28/2019,Thur,15300,교동,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,
11/28/2019,Thur,25300,후평 2동,1,,,,,1,1,,,,,,,,,1,,,,1,,,,,,,,,
11/28/2019,Thur,17500,효자 3동,,1,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
11/28/2019,Thur,18300,동면,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
11/28/2019,Thur,15100,효자 3동,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2019,Thur,40000,석사동,5,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
11/28/2019,Thur,19300,신사우동,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
11/29/2019,Fri,15800,동면,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
11/29/2019,Fri,16300,강남동,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,
11/29/2019,Fri,15800,후평 3동,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
11/29/2019,Fri,19300,후평 2동,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,
11/29/2019,Fri,25000,후평 1동,1,,,,1,1,,1,2,,,,,,,,,,,,,,,,,,,,
11/29/2019,Fri,17300,후평 1동,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,
11/29/2019,Fri,15300,석사동,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
11/29/2019,Fri,14300,후평 3동,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
11/29/2019,Fri,15000,동면,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,
11/29/2019,Fri,14800,효자 2동,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,
11/29/2019,Fri,28100,조운동,2,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,
11/30/2019,Sat,22100,후평 3동,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2019,Sat,20400,동면,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2019,Sat,22800,동면,1,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,
11/30/2019,Sat,15800,후평 1동,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
11/30/2019,Sat,31400,효자 2동,3,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,
11/30/2019,Sat,38200,퇴계동,4,,,,,,2,,1,,,,,,1,,,,,,,,,,,,,,
11/30/2019,Sat,25100,약사명동,2,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,
11/30/2019,Sat,20300,석사동,1,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,
11/30/2019,Sat,15800,효자 2동,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
11/30/2019,Sat,27600,효자 2동,2,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
